               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 117,            0.031207,            0.029124,             0.03077,             0.77975,             0.39311,             0.46571,             0.35703,             0.02379,             0.01747,            0.031686,           0.0088516,           0.0088516,           0.0088516
                 118,            0.030277,             0.02856,            0.030259,             0.79994,             0.38952,             0.46447,             0.35902,             0.02402,            0.017705,            0.032115,           0.0088417,           0.0088417,           0.0088417
                 119,            0.030297,            0.028501,            0.030551,             0.79169,             0.40875,             0.48706,             0.37256,             0.02369,            0.017472,            0.033019,           0.0088318,           0.0088318,           0.0088318
                 120,            0.030514,            0.028586,            0.030902,             0.76152,             0.41706,             0.46788,             0.35682,            0.023971,            0.017686,            0.031668,           0.0088219,           0.0088219,           0.0088219
                 121,            0.030696,            0.028524,            0.029977,                0.88,              0.3476,             0.46519,             0.35424,            0.024064,            0.017639,            0.031202,            0.008812,            0.008812,            0.008812
                 122,            0.030013,            0.028492,             0.02998,             0.76883,             0.41384,             0.46164,             0.35424,            0.023666,            0.017642,            0.031268,           0.0088021,           0.0088021,           0.0088021
                 123,            0.030605,            0.028644,            0.028901,             0.79248,             0.39057,             0.46137,             0.35406,            0.023751,            0.017843,            0.030918,           0.0087922,           0.0087922,           0.0087922
                 124,            0.030537,            0.028411,            0.029571,             0.77359,             0.41678,             0.47708,             0.36649,            0.023458,            0.017458,            0.031051,           0.0087823,           0.0087823,           0.0087823
                 125,            0.030526,            0.028498,            0.028434,              0.8355,             0.36815,             0.46905,             0.36492,            0.023304,            0.017375,            0.030531,           0.0087724,           0.0087724,           0.0087724
                 126,            0.030094,            0.028283,            0.028028,             0.79234,             0.40356,              0.4695,             0.35701,            0.023874,            0.017336,            0.031263,           0.0087625,           0.0087625,           0.0087625
                 127,             0.03042,            0.028604,            0.028761,             0.80226,             0.40561,             0.47141,             0.35991,            0.023508,            0.017515,             0.03107,           0.0087526,           0.0087526,           0.0087526
                 128,            0.030785,            0.029019,            0.028441,             0.81266,             0.39404,             0.47057,             0.35909,            0.023721,            0.017643,            0.030721,           0.0087427,           0.0087427,           0.0087427
                 129,            0.030113,            0.028265,            0.027753,             0.86278,             0.36818,             0.48249,             0.37063,             0.02357,             0.01747,            0.030289,           0.0087328,           0.0087328,           0.0087328
                 130,            0.029862,            0.028084,            0.028324,             0.79038,             0.39491,             0.48211,             0.36842,            0.023619,            0.017557,            0.031108,           0.0087229,           0.0087229,           0.0087229
                 131,            0.029635,            0.027831,            0.028147,             0.76193,             0.42018,             0.47351,             0.36723,            0.023967,            0.017864,            0.030416,            0.008713,            0.008713,            0.008713
                 132,            0.029887,            0.028222,            0.027897,             0.81061,             0.40469,             0.48115,             0.37158,            0.023267,            0.017464,             0.03082,           0.0087031,           0.0087031,           0.0087031
                 133,             0.03007,            0.028238,            0.027442,             0.81926,              0.4008,              0.4889,             0.37466,            0.023931,            0.017611,            0.030437,           0.0086932,           0.0086932,           0.0086932
                 134,            0.029822,             0.02858,            0.027473,             0.79078,             0.41788,             0.49348,             0.37887,            0.023584,            0.017609,             0.03011,           0.0086833,           0.0086833,           0.0086833
                 135,            0.029895,             0.02836,            0.026742,             0.81967,             0.41332,             0.49076,             0.38727,            0.023371,            0.017339,            0.030123,           0.0086734,           0.0086734,           0.0086734
                 136,            0.029794,            0.027871,            0.026413,             0.80562,             0.41037,             0.49166,             0.38038,            0.023756,            0.017703,            0.030073,           0.0086635,           0.0086635,           0.0086635
                 137,              0.0298,            0.028303,            0.026815,             0.79046,             0.43039,             0.48951,             0.38317,             0.02361,            0.017957,            0.030082,           0.0086536,           0.0086536,           0.0086536
                 138,             0.02941,            0.028002,            0.026407,             0.76932,             0.41328,             0.46536,             0.35863,            0.023487,            0.017911,            0.031151,           0.0086437,           0.0086437,           0.0086437
                 139,             0.03011,            0.028245,            0.026207,             0.85454,             0.40142,             0.49101,             0.37883,            0.023375,            0.017677,            0.030119,           0.0086338,           0.0086338,           0.0086338
                 140,            0.029887,            0.027709,            0.025362,             0.77077,             0.43395,             0.49065,             0.37886,            0.023325,            0.017656,            0.029613,           0.0086239,           0.0086239,           0.0086239
                 141,            0.029145,            0.028035,            0.025602,              0.7851,             0.43172,             0.50384,             0.39102,            0.023398,            0.017512,            0.029213,            0.008614,            0.008614,            0.008614
                 142,            0.029358,            0.027513,            0.025307,             0.82563,             0.43523,             0.52465,             0.40485,            0.023234,            0.017444,            0.028827,           0.0086041,           0.0086041,           0.0086041
                 143,            0.029202,            0.027767,            0.025597,             0.82132,             0.42706,             0.49639,             0.38376,            0.023328,            0.017575,            0.029177,           0.0085942,           0.0085942,           0.0085942
                 144,            0.029682,            0.027822,             0.02601,              0.8049,             0.44096,             0.51024,             0.39364,            0.023269,            0.017496,            0.028787,           0.0085843,           0.0085843,           0.0085843
                 145,            0.029086,            0.027652,            0.025554,             0.81347,             0.42666,             0.50835,             0.39204,            0.023432,            0.017551,              0.0291,           0.0085744,           0.0085744,           0.0085744
                 146,            0.029586,            0.027467,            0.025852,              0.8356,             0.42808,             0.51597,             0.39682,            0.023352,            0.017486,            0.028413,           0.0085645,           0.0085645,           0.0085645
                 147,            0.028881,            0.027297,            0.025775,             0.78555,             0.43052,             0.50931,             0.39592,            0.023329,            0.017498,            0.028337,           0.0085546,           0.0085546,           0.0085546
                 148,            0.029823,            0.027033,             0.02541,             0.79179,             0.43934,             0.51806,             0.40156,            0.023195,            0.017031,            0.028723,           0.0085447,           0.0085447,           0.0085447
                 149,             0.02914,            0.027005,             0.02448,              0.8374,             0.43981,             0.53798,             0.41456,            0.023069,            0.017449,            0.027928,           0.0085348,           0.0085348,           0.0085348
                 150,            0.028903,             0.02757,            0.025519,             0.79755,             0.43066,             0.49896,             0.38464,            0.023084,            0.017536,            0.028707,           0.0085249,           0.0085249,           0.0085249
                 151,            0.029586,            0.027492,            0.024264,             0.83871,             0.44018,             0.52569,             0.40792,            0.023598,            0.017727,            0.028074,            0.008515,            0.008515,            0.008515
                 152,            0.029046,            0.027368,            0.024347,             0.79439,             0.44668,             0.51889,             0.40339,             0.02291,             0.01731,             0.02785,           0.0085051,           0.0085051,           0.0085051
