               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  84,            0.029974,            0.073043,            0.060246,             0.86592,              0.1042,             0.13294,            0.094355,            0.026782,            0.062294,            0.057538,           0.0091783,           0.0091783,           0.0091783
                  85,            0.030693,            0.071444,            0.058603,             0.86764,             0.11438,             0.13743,            0.094135,            0.027073,            0.066511,            0.057203,           0.0091684,           0.0091684,           0.0091684
                  86,             0.03104,            0.073587,            0.059235,             0.76499,             0.12036,              0.1184,            0.082364,            0.027113,            0.064629,             0.05855,           0.0091585,           0.0091585,           0.0091585
                  87,            0.028056,            0.075314,            0.060147,              0.7917,              0.1408,             0.14035,            0.091392,            0.026066,            0.063909,            0.056344,           0.0091486,           0.0091486,           0.0091486
                  88,            0.030531,            0.070471,            0.058557,             0.80411,             0.13362,               0.153,             0.10718,            0.026392,            0.062978,            0.056221,           0.0091387,           0.0091387,           0.0091387
                  89,            0.030834,            0.072091,            0.057775,             0.81766,             0.13891,             0.14198,             0.10001,            0.025182,            0.062584,            0.056448,           0.0091288,           0.0091288,           0.0091288
                  90,            0.029362,            0.071433,            0.058729,             0.86121,              0.1177,             0.13568,            0.092144,            0.025741,            0.064606,            0.056132,           0.0091189,           0.0091189,           0.0091189
                  91,            0.029178,             0.07117,             0.05708,             0.81063,             0.13307,             0.14376,             0.10017,            0.025118,            0.063904,            0.055909,            0.009109,            0.009109,            0.009109
                  92,             0.03026,            0.070569,            0.058143,             0.81787,              0.1268,              0.1489,             0.10531,            0.024699,             0.06339,            0.055823,           0.0090991,           0.0090991,           0.0090991
                  93,            0.029313,            0.071018,            0.058042,             0.79992,             0.14483,             0.15611,              0.1165,            0.023364,             0.06074,            0.055321,           0.0090892,           0.0090892,           0.0090892
                  94,            0.029739,            0.070389,            0.057801,             0.80887,             0.13599,             0.13276,             0.08785,            0.026359,            0.063911,            0.054801,           0.0090793,           0.0090793,           0.0090793
                  95,            0.028927,            0.070211,            0.057476,             0.82467,             0.14254,             0.15534,             0.10806,            0.024831,            0.064367,            0.053967,           0.0090694,           0.0090694,           0.0090694
                  96,            0.028623,            0.071296,            0.056207,             0.77391,             0.12642,             0.14829,              0.1052,            0.024189,            0.061254,             0.05457,           0.0090595,           0.0090595,           0.0090595
                  97,            0.027469,            0.069036,             0.05583,             0.80919,             0.15202,             0.15557,             0.11225,            0.024704,             0.06233,            0.053741,           0.0090496,           0.0090496,           0.0090496
                  98,            0.029138,            0.073596,            0.054696,             0.82232,             0.13237,             0.14271,            0.097617,            0.026047,            0.062627,             0.05309,           0.0090397,           0.0090397,           0.0090397
                  99,              0.0293,            0.071567,            0.055901,             0.81893,              0.1347,              0.1584,             0.11092,            0.025032,            0.064791,            0.053265,           0.0090298,           0.0090298,           0.0090298
                 100,            0.028124,            0.067655,            0.056901,              0.8203,             0.14818,              0.1663,             0.11782,            0.024811,            0.064026,            0.052629,           0.0090199,           0.0090199,           0.0090199
                 101,            0.030121,            0.067787,            0.054427,             0.82303,             0.14139,             0.15665,             0.11207,            0.024744,            0.061796,            0.054339,             0.00901,             0.00901,             0.00901
                 102,            0.030454,            0.069642,            0.055338,              0.7865,             0.12035,             0.13409,            0.092634,            0.024437,            0.062057,            0.053763,           0.0090001,           0.0090001,           0.0090001
                 103,            0.028921,            0.068082,            0.055073,             0.82892,             0.17101,             0.16874,             0.12205,            0.024264,            0.064311,            0.053119,           0.0089902,           0.0089902,           0.0089902
                 104,            0.027339,            0.070092,            0.053323,             0.80613,             0.15156,             0.16568,             0.11986,            0.024794,            0.065458,            0.053041,           0.0089803,           0.0089803,           0.0089803
                 105,            0.027609,            0.067064,            0.053054,             0.80916,             0.14748,             0.17389,             0.12353,            0.023849,            0.061788,            0.051818,           0.0089704,           0.0089704,           0.0089704
                 106,            0.028045,            0.071291,            0.053179,             0.79984,              0.1744,             0.16994,             0.12486,             0.02343,            0.060262,            0.051743,           0.0089605,           0.0089605,           0.0089605
                 107,            0.028856,            0.070502,            0.054851,              0.8112,             0.16147,             0.17787,             0.12463,            0.024024,            0.061114,            0.051409,           0.0089506,           0.0089506,           0.0089506
                 108,            0.028566,            0.066546,            0.054262,             0.79752,             0.16306,             0.17167,             0.11438,            0.025868,            0.064377,            0.052681,           0.0089407,           0.0089407,           0.0089407
                 109,             0.02765,            0.068398,            0.052791,             0.83157,             0.16755,             0.18367,             0.13119,            0.023647,             0.06159,            0.050825,           0.0089308,           0.0089308,           0.0089308
                 110,            0.027849,            0.065529,            0.052921,             0.79739,             0.18161,             0.19138,             0.14218,             0.02333,            0.061267,            0.051111,           0.0089209,           0.0089209,           0.0089209
                 111,            0.027559,            0.068136,            0.051795,             0.84529,             0.15691,             0.20678,             0.14343,            0.023481,            0.059179,            0.049709,            0.008911,            0.008911,            0.008911
                 112,            0.028905,            0.068404,            0.052594,             0.82188,             0.17546,             0.18842,             0.13255,            0.025156,             0.06395,            0.051349,           0.0089011,           0.0089011,           0.0089011
                 113,            0.027922,            0.065036,            0.051717,             0.78028,             0.14617,             0.17363,             0.12599,             0.02453,            0.065076,              0.0511,           0.0088912,           0.0088912,           0.0088912
                 114,            0.029127,            0.070311,            0.051434,             0.82851,             0.17168,             0.20292,             0.14909,            0.023275,            0.061562,            0.050389,           0.0088813,           0.0088813,           0.0088813
                 115,            0.026105,            0.065924,            0.051613,             0.86467,             0.15408,             0.20256,             0.14845,            0.023003,            0.062192,            0.049709,           0.0088714,           0.0088714,           0.0088714
                 116,            0.027265,            0.067708,            0.052512,             0.81218,             0.17505,             0.20701,             0.14893,            0.023766,            0.060794,            0.048887,           0.0088615,           0.0088615,           0.0088615
                 117,              0.0276,            0.067051,            0.051336,             0.84816,             0.16906,              0.2101,             0.15585,            0.022334,            0.059039,             0.04901,           0.0088516,           0.0088516,           0.0088516
                 118,            0.027751,            0.067651,            0.050559,             0.82259,             0.18193,             0.21594,             0.15959,            0.023148,            0.060969,            0.049095,           0.0088417,           0.0088417,           0.0088417
                 119,            0.028499,            0.066876,            0.050245,             0.81261,             0.16981,             0.21722,             0.14773,            0.026063,            0.063143,            0.047972,           0.0088318,           0.0088318,           0.0088318
                 120,            0.029471,            0.067344,            0.051749,             0.82374,             0.16829,             0.20536,             0.14461,            0.024408,            0.063637,            0.050899,           0.0088219,           0.0088219,           0.0088219
                 121,            0.027549,            0.069671,            0.050751,             0.84565,             0.16483,              0.2224,              0.1653,            0.022068,            0.061221,              0.0476,            0.008812,            0.008812,            0.008812
                 122,            0.028222,            0.065765,            0.049791,             0.87221,             0.16272,             0.21799,             0.15761,            0.023306,            0.061559,            0.048095,           0.0088021,           0.0088021,           0.0088021
                 123,            0.028504,            0.067299,            0.048816,             0.87761,             0.16992,             0.22593,              0.1668,            0.021966,            0.059962,            0.046358,           0.0087922,           0.0087922,           0.0087922
                 124,            0.028502,            0.066176,            0.049549,             0.83974,             0.19056,             0.22469,             0.16258,            0.023474,            0.061391,            0.047165,           0.0087823,           0.0087823,           0.0087823
                 125,            0.027652,            0.067533,            0.048415,             0.83858,             0.16982,             0.22401,             0.15996,            0.023357,            0.061361,            0.046588,           0.0087724,           0.0087724,           0.0087724
                 126,             0.02751,            0.065876,            0.048038,             0.82584,             0.15481,             0.19401,             0.14512,            0.022725,            0.060773,            0.047176,           0.0087625,           0.0087625,           0.0087625
                 127,            0.027731,            0.066649,            0.047997,             0.83269,             0.16831,             0.22626,             0.16622,            0.022548,            0.059306,            0.045781,           0.0087526,           0.0087526,           0.0087526
                 128,            0.027656,            0.063993,            0.047217,             0.82668,             0.17511,             0.22868,             0.16807,            0.023702,            0.061869,            0.045963,           0.0087427,           0.0087427,           0.0087427
                 129,            0.026344,            0.066059,            0.047254,             0.82738,             0.18365,             0.22927,             0.17221,            0.022175,            0.059242,            0.045301,           0.0087328,           0.0087328,           0.0087328
                 130,            0.027781,            0.065388,            0.046406,             0.85647,             0.15557,             0.20189,             0.14588,            0.024124,            0.063047,            0.045636,           0.0087229,           0.0087229,           0.0087229
                 131,            0.027528,            0.064186,            0.047334,             0.85865,              0.1734,             0.23149,             0.16769,            0.023146,            0.060216,            0.045208,            0.008713,            0.008713,            0.008713
                 132,            0.027863,            0.062165,            0.046023,             0.85882,              0.1771,             0.23802,             0.16875,             0.02363,             0.06132,            0.044511,           0.0087031,           0.0087031,           0.0087031
                 133,            0.026657,            0.065715,            0.046229,             0.85916,             0.17477,             0.22609,             0.16803,            0.022923,            0.061661,            0.045316,           0.0086932,           0.0086932,           0.0086932
                 134,            0.027302,            0.064722,            0.047113,             0.86842,             0.17861,             0.23882,             0.17425,            0.022051,             0.06028,            0.044243,           0.0086833,           0.0086833,           0.0086833
                 135,             0.02668,            0.064115,            0.046776,             0.86887,             0.16971,             0.24303,             0.17663,            0.022688,             0.06177,            0.044383,           0.0086734,           0.0086734,           0.0086734
                 136,            0.027054,            0.065463,            0.045598,              0.8526,             0.18584,             0.24732,             0.18029,             0.02272,            0.060293,            0.043747,           0.0086635,           0.0086635,           0.0086635
                 137,            0.026814,            0.063879,            0.044484,             0.86149,             0.17518,             0.24071,             0.17701,            0.022638,            0.059545,            0.045231,           0.0086536,           0.0086536,           0.0086536
                 138,            0.026421,             0.06241,            0.046142,             0.85672,              0.1823,             0.24511,             0.17916,            0.023151,             0.06057,            0.043438,           0.0086437,           0.0086437,           0.0086437
                 139,            0.026561,            0.062695,            0.044133,              0.8638,             0.17113,             0.25347,             0.18609,            0.023359,             0.05983,            0.042973,           0.0086338,           0.0086338,           0.0086338
                 140,            0.028262,            0.062531,            0.044416,             0.86338,             0.16985,             0.24058,              0.1825,            0.022609,            0.060509,            0.044357,           0.0086239,           0.0086239,           0.0086239
                 141,            0.027638,            0.065037,            0.044934,             0.87185,              0.1735,             0.24421,             0.18242,             0.02176,            0.059888,            0.043739,            0.008614,            0.008614,            0.008614
                 142,             0.02557,            0.063387,            0.044066,             0.84874,             0.20011,             0.25792,             0.18882,             0.02378,            0.061735,            0.042685,           0.0086041,           0.0086041,           0.0086041
                 143,            0.026583,            0.065506,            0.043816,             0.85455,             0.18298,             0.23533,             0.17626,             0.02216,            0.058772,            0.042624,           0.0085942,           0.0085942,           0.0085942
                 144,            0.026256,            0.064282,            0.044102,             0.84616,             0.18633,             0.24996,             0.18545,            0.022954,            0.062083,            0.042393,           0.0085843,           0.0085843,           0.0085843
                 145,            0.027604,             0.06271,            0.044268,             0.87486,             0.17826,             0.24905,             0.18142,            0.022283,            0.061618,            0.042516,           0.0085744,           0.0085744,           0.0085744
                 146,            0.026743,             0.06596,            0.043257,              0.8448,             0.19735,             0.26568,             0.19687,            0.022134,            0.061628,            0.042638,           0.0085645,           0.0085645,           0.0085645
                 147,            0.026237,            0.062813,            0.043223,             0.86909,             0.18646,             0.25618,             0.18774,            0.022963,            0.062411,            0.042004,           0.0085546,           0.0085546,           0.0085546
                 148,             0.02791,            0.063118,            0.042988,              0.8596,             0.20443,             0.25469,             0.18777,            0.022529,            0.061681,             0.04166,           0.0085447,           0.0085447,           0.0085447
                 149,            0.026311,            0.063253,            0.043048,             0.80824,             0.21225,             0.26233,             0.19325,            0.022291,            0.061544,            0.041673,           0.0085348,           0.0085348,           0.0085348
                 150,            0.026264,            0.063416,            0.041401,             0.83792,             0.19865,             0.27179,             0.20273,             0.02182,            0.058459,            0.040641,           0.0085249,           0.0085249,           0.0085249
                 151,            0.025695,            0.062114,            0.041508,             0.83716,             0.18849,             0.27434,             0.20661,            0.021924,            0.061729,            0.041067,            0.008515,            0.008515,            0.008515
                 152,            0.027278,            0.065833,            0.042576,             0.87862,             0.17907,             0.26802,             0.19899,            0.021737,            0.060595,            0.041298,           0.0085051,           0.0085051,           0.0085051
